,id,message,original,genre,Priority
3623,4155,bon repos route molead number inp strong union committee request help gotten help big problem try locate water food,BON REPOS ROUTE MOLEAD nmero 2 inp gayak komite ynion mande aide noupajwen oken aaide pigropwobl nou se tante dlo manje pounoumanje se,direct,1
3624,4156,need sabouren teleco people need help,"nan cabaret, specialement nan sabouren rte. teleco moun yo besoin aide. anpil tant.",direct,2
3625,4157,hello please send information,Salut. S. V. P envoyez-moi des informations.,direct,3
3626,4158,notes emergency discard,Mon nom est Legagneur Richardson je suis  carrefour-feuilles route des dalles carrefour sintice savann pistache ruelle bien aim bkay yon vangliste y,direct,2
3627,4159,please need tentes sleep it s cold rain started already if god would dead already,"tant pou yo demi yap bw fredi depi lapli a fe yon ti farinen tout moun mouye si se pat Bondieu tap pran swen nou nou tap mouri deja, mwen espere nap",direct,3
3628,4161,brothers sisters let s stay witout food days instead carnaval take days thank god he said days mine,Fre m ak se m yo annoumobize pou fe 3 jou jenn nan plas jou kanaval ane sa pa gen knaval bondye di non jou sa yo se pa m,direct,2
3629,4163,buy passport stamps,Ki kote n ka jwenn tenb pasp achte,direct,2
3630,4164,banks opened carrefour,Poukisa pa gen bank ki ouvri k-fou ?,direct,2
3631,4165,civil protection give already bilan natural catastrophe,Eske pwoteksyon sivil bay la yon bilan deja sou katastwof natirl sa a?,direct,2
3632,4166,civil protection service figure yet casualties natural disaster,Eske pwoteksyon sivil la bay yon bilan deja sou katastwof natirl sa a?,direct,1
3633,4169,foods no water please help us,se vrman ijan paske yo pa janm pot anyen pou nou,direct,3
3634,4170,wrote many times tell can t call here done anything me therefore left decide myself,Mwen ekri nou plizy fwa pou m di nou ke pa ka fe apel nou pa fe anyen pou mwen. Se mwen ki pou chwazi sa pou m f?,direct,3
3635,4171,haitian myself come receive aid given,Mwen menm mwen pa yon ayisyen kijan fe mwen pajanm kontre ak d yap bay yo.,direct,2
3636,4172,port au prince gonaives do,Et mwen ki te port au prince ki ale gonaives ki sa map fe,direct,2
3637,4173,please everybody talking seismic faults would like know is,Svp li yo ap pale de fay mwen ta renmen konnen ki sal ye.,direct,3
3638,4175,want know government said earthquake,Kisa gouvenman an di de kriz ki sot pase a.,direct,1
3639,4176,surviver earthquake i would like know receive help,Mwen viktim nan katastwof ki sot pase mwen renmen konnen kisa poum fe poum ta jwenn yon ed.,direct,2
3640,4177,sleep outside we need foods medications,"n o u s c o u c h o n s a u s e r e i n, d e l a n o u r r i t u r e, des medicaments",direct,3
3641,4178,groups set several neighborhoods trying organize sort work activities would enable people return normal psychological condition need way communicate t cut off,e kek gwoup sou pye nan plizy zon kote nou eseye fe aktivite ki ka pmt moun yo reprann eta psikolojik nmal yo. nou bezwen mwayen poun ka kominike pa t,direct,1
3642,4179,valley jacmel lot problem population increased food become scarce cards establish contact,Nan lavale jakmel nou gen anpil pwoblem popilasyon an ogmante sa vin kreye plis grangou nou pa gen kat pou nou etabli kontak yo. Antretan nou mete sou py,direct,1
3643,4180,yet sent tell me senegal still allowing people go there,Nou poko jan m voye di m ske senegal ap toujou bay aks pou ale a.,direct,3
3644,4181,see someone something wrong number reach police,Si mwen w yon moun kap fe sa nan ki nimero pou nou kon takte lapolis,direct,1
3645,4182,me find nothing eat,E mwen ki pa jwenn ni poum manje a.,direct,3
3646,4183,would happy even corossol juice the dominicans came,Mwen ta bye kontan paske men m ji kowosl repiblik Dominiken yo pot,direct,2
3647,4184,every one sell things earthquake really expansive,ak tout lot moun kap fe mache nwa ak pwodwi yo te genyen deja anvan katastwof la.,direct,3
3648,4185,arrest people selling aid arrest people giving aid friends people real victims find aid together,"Yo dwe arete tout moun kap vanm d yo, e yo dwe arete tou moun ki ap bay d yo tou ak ti zanmi yo pandan moun ki viktim vwman yo pa jwenn ed la. Ansanm",direct,2
3649,4187,solino neighborhood government never brings aid disaster victims assistance police that people around unclear lice would like everything thanks advance,poukisa nan pa solino gouvenman pa janm pote ed bay moun ki sinitre yo ak tout konkou lapolis. si se pasa ng korid karang ap val tout mesi davans,direct,2
3650,4188,yet received form aid lot us left port au prince well would better go back port au prince,Nou poko jwenn nou menm anyen nan ed yo Anpil nan nou soti P- au-P? Ebyen pito nou retounen p-au-p!,direct,2
3651,4189,government police speak one says lost head give haiti breathe another s air,"De QUEL GOUVERNEMENT ET DE QUELLE POLICE PARLEZ VOUS ? ON DIRAIT VOUS PERDEZ LA TETE. MESSIERS, DONNE A HAITI SA CHANCE DE RESPIRER UN AUTRE AIR.",direct,1
3652,4190,people leogane gonaive thank good service given population haitian,onsab an v moun lagonav mesi pou bon sevis sa nap bay avek popilasyon ayitionn,direct,1
3653,4191,la gonave gave help anse galet people find anything eat we ask authorities concern,nou nan lagonav te gen yon vale ed kite tonbe nan meri ansagala pap gonavin nan pa jwenn anyen la dan yo nou mande avek otorite konsne yo pran rep,direct,2
3654,4192,government anymore please allow american canadians govern haiti may live thanks,gouvelman pa ekziste anko paske nou pa ka digiri peyi a bay blan amerikyan e blan Franse peyi e kanadyen pou n ka viv byen mesi,direct,2
3655,4194,victim would like voila give aid job,"MWEN SE YON VIKTIM SEYIS LA, MWEN TA RENMEN POU VWALA BANM ED OUBYEN TRAVAY.",direct,2
3656,4195,decayette found baby wipes thanks lot find rice sos,Moun dekayt te jwenn svyt pou ti bebe jiska 6 mwa mesi anpil. men nan kesyon diri a nou pa jwenn anyen sos.,direct,1
3657,4196,would like go africa process,mwen ta renmen ale an afrik! koman pwosesis la ye?,direct,2
3658,4197,really governent,Eske gen gouvenman nan peyia vre?,direct,3
3659,4198,people delmas patrice lumumba street dying thirst pleae help us thank,Moun nan delmas 19 ri patrice lumumba ap mouri a swaf dlo fe yon fason pou nou mesi,direct,1
3660,4199,tell government forget port au prince place survivors victims,ouvenman an pou mwen poul pa bliye se pa potoprens selman tout vik,direct,1
3661,4200,united states somebody work person wellfare he she eat money haiti let work die misery,Etazini li yon moun pap travay yo mete wlf pou manje ak yon ti kras kob ayiti yo plis kontan pou sa pap travay yo mouri nan miz,direct,1
3662,4201,government need change way help giving,e kap fe sa fok gouvenman mete lod nan ed,direct,1
3663,4202,lucky found much selling thing call help reach all,Yo gen chans yo tlman jwen yap vann. mwen memn sak rl d la pa pase bo lakay mwen ditou.,direct,2
3664,4203,hungry we need food right ein rue alix roi impasse champagne,Nou bezywen manje kile nap vini. alix roi impas champagne,direct,1
3665,4204,need job digicel company criteria meet able apply job digicel,Mwen bezwen yon djob nan konpayi Digicel. ki kriti pou yon moun jwenn travay nan Digicel?,direct,1
3666,4205,requesting power financial support victims la roche,"VID. EDE NOU JWEN ED ALIMANTE AK FINANSYE POU EDE VIKTIM SA YO. ADRESS NOU SE 2EME SEKSYON KOMIN KANPEREN, LOKALITE LAROCH.",direct,1
3667,4206,thank giving lot information gressier every thing expansive,Mwen di nou mesi pou anpil enfomasyon nou ban mwen. nan mache gresye a tout pwodwi premye nesesite monte tet ng,direct,1
3668,4207,advicee give governemnt distribution food find people wounded fast thy make decision fast,M konsey map bay gouvenman an se pou l angaje l plis nan distribisyon manje a pou l ka jwenn moun ki viktim yo nan kpital la fok gen desizyon pran kont m,direct,1
3669,4208,people act like this cause hungry in case government start thinking us project picture human,"tw nan grangou ki f ke aji kon sa. in fwa ke nou gen yon k ap panse pou nou, yon gouvenman k ap panse pou nou. li sa a n ap pwojte yon lot imaj ki pli oum",direct,1
3670,4209,thank help bring country we greatful but need food water least tents sleep urgent,"Avan tou mesi pou ede ak sipe nou pote pou peyi a. Nou bezoin ede s. v. p, pote pou nou dlo, manje, o moins dix tante si posib pou nou demi tanpri, flash,",direct,2
3671,4210,hungry need food survive please bring food,mwengrangoumwenbezwenedpou viv mwen pa jwenn manje voye manje mwen,direct,2
3672,4211,need block people disnonest take assistance name victims,Nou dwe bloke ng ki fe ti komite makoklen pou pran ed sou non viktim yo. Sa a se zak malont!,direct,1
3673,4212,need help regarding trouble occurred waiting,Je veux votre aide en consernant les degats qui etait pass j atten,direct,2
3674,4213,need decentralisation deconcentration big cities,"vle ki pou fet nan peyi a : desantralizasyon, dekonsantrasyon. se",direct,1
3675,4214,i m asking government really working population,"Map mande gouvenman sa a, sil ap travay pou pap vre. Men kisa l",direct,3
3676,4215,please give information proceed able go africa,s. v. p mwen ta renmen gen enfomasyon sou pwosesis poum ale an afrik la.,direct,2
3677,4216,come never write back text,EJA NOU PAJAN VOYE DI M ANYEN MEN EKRI NOU PA EKRI NOU.,direct,3
3678,4217,easy find job right now,ske l fasil pou moun jwenn yon anplwa nan moman saa yo,direct,3
3679,4218,government going homes cleaned port au prince,Kisa gouvenman ap fe pou tout kay sa yo ki poko netwaye yo nan potoprens,direct,1
3680,4219,i m christian theologist teacher live chatile behind big garden green peas manioc never received help can t go fight crowds,"Mwen se yon kretyen, teyolojyen, anseyan mwen abite chatile dey gwo jaden pwa kongo ak manyk la. Mwen poko jwenn ankenn ed, paskem pakab al nan goumen sayo.",direct,1
3681,4221,hospital delmas working,Eske se lopital delma ki mache.,direct,2
3682,4222,people government taking food aid sell markets,Si tou pou ng nan gouvneman yo kap antre nan sonapi al pran manje yo pou ka vann nan mache yo. fe mesaj la pase pou mwen mesi,direct,1
3683,4223,need job please tell go get job help family great need please,Mwen bezwen yon dyob di m kikote m ka ale pou m ka ede fanmi m ki nan bezwen tanpri souple.,direct,2
3684,4224,alpha comity who s located nerettes family need foods tentes please need help,komite alpha ki chita nan neret gen 879 fanmi ki gen pwoblem nouriti ak kouveti pou kote yo yea,direct,2
3685,4225,send red cross little kid fell toilet pea house cite militaire,Pase nouvel pou mwen bay la kwa wouj gen yon ti moun ki tonbe nan twalut kay pa nan site militi,direct,1
3686,4226,people left country side able return,Eske se moun ki ale andeye pou pou seyism lan pap ka retounen,direct,1
3687,4228,tolerance stealing tolerate robbers tolerate them even food send distribute people put containers at market sell it bunch robbers criminals hiding,Si pagen sitire nanpren val se nou kisitire val menm manje yovoye pousepare baypp la nou metel nan2po poun vann li bann val kriminal kote nou ye,direct,2
3688,4229,please find msg let know help me thank advance thank answering first message,Tanpri si nou jwenn mesaj mwen an fem konnen ki sa nou ka fe pou mwen ou ki fason nou ka edem. Mesi davans e mesi di fe ke nou te reponn mwen premye mesaj la.,direct,3
3689,4230,hello radio one see people selling things providing international organisation,"Alo radio one, mwen w don entenasyonal yo ap plede vann nan lari a",direct,2
3690,4231,ask hospital st michel still working,Eske lopital st michel la tou fonsyonne,direct,2
3691,4232,information earthquake haiti,Efmasyon sou tranbleman te dayiti,direct,2
3692,4233,represents christ please spread,"lu representer christ, le monde serait dj vanglis. Fais courir",direct,3
3693,4234,decided vote christ give life haiti would,"nt dcid 2voter pr Christ et 2lui remettre leur vie, Haiti serait",direct,1
3694,4235,least haitians voted senatorial elections,"Si, au moins, 2 des haitiens votant aux lections sonatoriales o",direct,3
3695,4236,good evening nurse send curriculum vitae please looking work,"Bonswa, mwen se infimi ki kote poum ta depoze yon cv?paske mwen bezwen travay. mesi.",direct,1
3696,4237,iraq life spread message god bless,irak nan laviw. simaye mesaj la bay tout moun ou vle beni jodia. Bon nwi.,direct,1
3697,4238,need state possible people suffering find care hospitals like gonaives never reached us people suffering medicine,Nou bezwen pou leta fe tout sa ki Posib pou moun kap soufri yo jwenn swen nan lopital yo tanko gonaiv d yo poko janm rive gen moun kap soufri pagen med,direct,2
3698,4239,please possible give prepaid phone card top up mobile phone minutes let family know still alive,"Tanpri si nou gen posiblite antre yon kat pou mwen, pou 'm ka fe paran'm konnen mwen la.",direct,2
3699,4240,dead we live lacul de leogane sea,U PAMOURI SOUWAF DLO NOU ABITE LACUL DE LEOGAN BLANMYA NIMERO NO,direct,2
3700,4241,dying hunger please nothing eat please help,KE NAP MOURI LAFIN NOU PAGEN ANYEN POU NOU MANGE SVP EDE NOU POU NO,direct,3
3701,4242,carrefour waney area hungary nothing eat,NAN KAFOU ZON WANEY93 NOU GRANGOU NOU PA GEN ANYEN POU NOU MANJE,direct,1
3702,4243,notes gives name address specify need,Voici mon adresse :DELMAS 33 Rue alazare 118 .je suis Nelmeus kesnel,direct,1
3703,4244,lot troop haiti help who s promised the pass pay soldiers,Ginyin trope troupe en haiti aide yo di yap bay la 3/4 ap pase nan peye solda,direct,2
3704,4245,bring red cross attention need tents people taken refuge around pap city hall,SIL VOUS RALE ZOREY MOUN LAKWAWOUJ YO POU NOU DIYO POTE 2 SANTEN TANT POUNOU NAN SAT BO MERI A SILVOUPLE,direct,1
3705,4246,please give aid live rest life,Tanpri nou ka ban mwen yon ti aide poum fin fe ti rs vim,direct,2
3706,4248,fort jacques found anything fort jacques prolong,Nou menm nan fojak nou pa jwenn anyen fojak pwolonje,direct,2
3707,4249,would like take part services,Mwen ta renmen patisipe nan sevis ou yo.,direct,3
3708,4250,live freres jacques hospital closer give blood,Mwen rete fjak ki lopital ki prem pou mwen ta bay san.,direct,1
